filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license	inventor	page	patent	variant
yvonne_brill_us3807657_1bitoriginal/6099_scans-patents_yvonne-brill-us3807657-1bit_p002_2320x3408.png	6099	scans-patents	yvonne-brill-us3807657-1bit_p002	2320	3408	png	52812	page_002.png	uspto	PD	yvonne-brill	2	us3807657	1bit
yvonne_brill_us3807657_1bitoriginal/6100_scans-patents_yvonne-brill-us3807657-1bit_p003_2320x3408.png	6100	scans-patents	yvonne-brill-us3807657-1bit_p003	2320	3408	png	91135	page_003.png	uspto	PD	yvonne-brill	3	us3807657	1bit
yvonne_brill_us3807657_1bitoriginal/6101_scans-patents_yvonne-brill-us3807657-1bit_p004_2320x3408.png	6101	scans-patents	yvonne-brill-us3807657-1bit_p004	2320	3408	png	182961	page_004.png	uspto	PD	yvonne-brill	4	us3807657	1bit
yvonne_brill_us3807657_1bitoriginal/6102_scans-patents_yvonne-brill-us3807657-1bit_p005_2320x3408.png	6102	scans-patents	yvonne-brill-us3807657-1bit_p005	2320	3408	png	176990	page_005.png	uspto	PD	yvonne-brill	5	us3807657	1bit
yvonne_brill_us3807657_1bitoriginal/6103_scans-patents_yvonne-brill-us3807657-1bit_p006_2320x3408.png	6103	scans-patents	yvonne-brill-us3807657-1bit_p006	2320	3408	png	185643	page_006.png	uspto	PD	yvonne-brill	6	us3807657	1bit
yvonne_brill_us3807657_1bitoriginal/6104_scans-patents_yvonne-brill-us3807657-1bit_p007_2320x3408.png	6104	scans-patents	yvonne-brill-us3807657-1bit_p007	2320	3408	png	111707	page_007.png	uspto	PD	yvonne-brill	7	us3807657	1bit
yvonne_brill_us3807657_printrescancolor300/6105_scans-patents_yvonne-brill-us3807657-rescan-color_p001_2479x3230.jpg	6105	scans-patents	yvonne-brill-us3807657-rescan-color_p001	2479	3230	jpg	793716	page_001.jpg	uspto	PD	yvonne-brill	1	us3807657	rescan-color
yvonne_brill_us3807657_printrescancolor300/6106_scans-patents_yvonne-brill-us3807657-rescan-color_p002_2479x3230.jpg	6106	scans-patents	yvonne-brill-us3807657-rescan-color_p002	2479	3230	jpg	730338	page_002.jpg	uspto	PD	yvonne-brill	2	us3807657	rescan-color
yvonne_brill_us3807657_printrescancolor300/6107_scans-patents_yvonne-brill-us3807657-rescan-color_p003_2479x3230.jpg	6107	scans-patents	yvonne-brill-us3807657-rescan-color_p003	2479	3230	jpg	1428143	page_003.jpg	uspto	PD	yvonne-brill	3	us3807657	rescan-color
yvonne_brill_us3807657_printrescancolor300/6108_scans-patents_yvonne-brill-us3807657-rescan-color_p004_2479x3230.jpg	6108	scans-patents	yvonne-brill-us3807657-rescan-color_p004	2479	3230	jpg	916020	page_004.jpg	uspto	PD	yvonne-brill	4	us3807657	rescan-color
yvonne_brill_us3807657_printrescangray300/6109_scans-patents_yvonne-brill-us3807657-rescan-gray_p001_2479x3230.jpg	6109	scans-patents	yvonne-brill-us3807657-rescan-gray_p001	2479	3230	jpg	715343	page_001.jpg	uspto	PD	yvonne-brill	1	us3807657	rescan-gray
yvonne_brill_us3807657_printrescangray300/6110_scans-patents_yvonne-brill-us3807657-rescan-gray_p002_2479x3230.jpg	6110	scans-patents	yvonne-brill-us3807657-rescan-gray_p002	2479	3230	jpg	657952	page_002.jpg	uspto	PD	yvonne-brill	2	us3807657	rescan-gray
yvonne_brill_us3807657_printrescangray300/6111_scans-patents_yvonne-brill-us3807657-rescan-gray_p003_2479x3230.jpg	6111	scans-patents	yvonne-brill-us3807657-rescan-gray_p003	2479	3230	jpg	1333914	page_003.jpg	uspto	PD	yvonne-brill	3	us3807657	rescan-gray
yvonne_brill_us3807657_printrescangray300/6112_scans-patents_yvonne-brill-us3807657-rescan-gray_p004_2479x3230.jpg	6112	scans-patents	yvonne-brill-us3807657-rescan-gray_p004	2479	3230	jpg	844153	page_004.jpg	uspto	PD	yvonne-brill	4	us3807657	rescan-gray
