filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license	keyinfo	pd_basis	sha256	source_class	source_description	source_url
grayscale/5049_nps_romo-2018-longs-peak-keyhole-route_gray_p02_2550x4200.png	5049	nps	romo-2018-longs-peak-keyhole-route_gray_p02	2550	4200	png	4565313	nps_nps-romo-2018_Longs-Peak-Keyhole-Route-Site-Bulletin-print_PDF-Remediated-July-2025_p02.png	nps	PD-USGov	gray|p02	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	21156d8293127295794355478f9ce116fcab38cdb7e5147b7e87c24905eff009	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5050_nps_romo-moraine-park-campground-map-2025_gray_p01_4200x2550.png	5050	nps	romo-moraine-park-campground-map-2025_gray_p01	4200	2550	png	1476468	nps_nps-romo-Moraine-Park-Campground-Map-2025_p01.png	nps	PD-USGov	gray|p01	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	a0aa7ae37bdb6012670676fd3b91e043bbf4232b2c854f937a5c6bd4a5a10f04	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5051_nps_seki-20210826-french_gray_p01_2550x4200.png	5051	nps	seki-20210826-french_gray_p01	2550	4200	png	1098782	nps_nps-seki-20210826-Unigrid-French-508_p01.png	nps	PD-USGov	gray|p01	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	6c99b48b27fd7bda735260820b56dabe9cc2517fd29164c3bd005185751e6a5e	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5052_nps_seki-20210826-french_gray_p02_2550x4200.png	5052	nps	seki-20210826-french_gray_p02	2550	4200	png	910122	nps_nps-seki-20210826-Unigrid-French-508_p02.png	nps	PD-USGov	gray|p02	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	7e7524f5df274ab86f010e406bf478fc27042d135fb45aa986690d8ff4bb04b6	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5053_nps_seki-20210826-german_gray_p01_2550x4200.png	5053	nps	seki-20210826-german_gray_p01	2550	4200	png	1126710	nps_nps-seki-20210826-Unigrid-German-508_p01.png	nps	PD-USGov	gray|p01	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	8598c1f4eb58978abc34fbf477ca43aee4e8554a2396fef26439b4d9e1198d7a	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5054_nps_seki-20210826-german_gray_p02_2550x4200.png	5054	nps	seki-20210826-german_gray_p02	2550	4200	png	914480	nps_nps-seki-20210826-Unigrid-German-508_p02.png	nps	PD-USGov	gray|p02	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	d374ca87c407dc11424352f9e2ee735068435f999288afb687761851c3f866eb	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5055_nps_shen-bearfence-roadtrail_gray_p01_2550x3300.png	5055	nps	shen-bearfence-roadtrail_gray_p01	2550	3300	png	537771	nps_nps-shen-Bearfence_RoadTrail_p01.png	nps	PD-USGov	gray|p01	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	43c80577761dbbd072ab6d6a1ed87c83c2c118a0eb095e1cc6dbc59b715ea60f	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5056_nps_shen-bearfence-roadtrail_gray_p02_2550x3300.png	5056	nps	shen-bearfence-roadtrail_gray_p02	2550	3300	png	840944	nps_nps-shen-Bearfence_RoadTrail_p02.png	nps	PD-USGov	gray|p02	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	ba9259f5e51ba1da2aea34c784df957b97f1c62a7439f4c8df3be7fbbc23a300	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5057_nps_shen-bigmeadows-roadtrail_gray_p01_2550x3300.png	5057	nps	shen-bigmeadows-roadtrail_gray_p01	2550	3300	png	849852	nps_nps-shen-BigMeadows_RoadTrail_p01.png	nps	PD-USGov	gray|p01	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	60bc8b1ae9d2934f9b34b5e3e024bb2b26121809047c89da0c012e37c2bd64f2	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
grayscale/5058_nps_shen-bigmeadows-roadtrail_gray_p02_2550x3300.png	5058	nps	shen-bigmeadows-roadtrail_gray_p02	2550	3300	png	927606	nps_nps-shen-BigMeadows_RoadTrail_p02.png	nps	PD-USGov	gray|p02	PD: 17 USC §105 — NPS federal-employee work; unigrid system (Vignelli 1977) produced by NPS Harpers Ferry Center	da53162681de69d110dabf3639cf6d12c582170c775910cb3e43486d82c37e39	NPS	National Park Service unigrid brochures, park maps, site bulletins	https://www.nps.gov/
