id	path	sdr_url	sdr_present	hdr_url	stem_differs
6112	6000-lilith-scans-public-patents/yvonne_brill_us3807657_printrescangray300/6112_scans-patents_yvonne-brill-us3807657-rescan-gray_p004_2479x3230.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/yvonne_brill_us3807657_printrescangray300/6112_scans-patents_yvonne-brill-us3807657-rescan-gray_p004_2479x3230.sdr.png	1		0
6600	6600-ia-scans-manuscript-illustrations/6600_scans-illustrations_haeckel-cephalopods_plate0007_4988x7151.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6600_scans-illustrations_haeckel-cephalopods_plate0007_4988x7151.sdr.png	1		0
6601	6600-ia-scans-manuscript-illustrations/6601_scans-illustrations_haeckel-radiolaria-green_plate0034_4892x7178.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6601_scans-illustrations_haeckel-radiolaria-green_plate0034_4892x7178.sdr.png	1		0
6602	6600-ia-scans-manuscript-illustrations/6602_scans-illustrations_haeckel-starfish_plate0040_4961x7277.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6602_scans-illustrations_haeckel-starfish_plate0040_4961x7277.sdr.png	1		0
6603	6600-ia-scans-manuscript-illustrations/6603_scans-illustrations_haeckel-trilobites_plate0047_4808x7108.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6603_scans-illustrations_haeckel-trilobites_plate0047_4808x7108.sdr.png	1		0
6604	6600-ia-scans-manuscript-illustrations/6604_scans-illustrations_haeckel-moths_plate0058_4865x7207.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6604_scans-illustrations_haeckel-moths_plate0058_4865x7207.sdr.png	1		0
6605	6600-ia-scans-manuscript-illustrations/6605_scans-illustrations_haeckel-pitcher-plants_plate0062_4988x7412.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6605_scans-illustrations_haeckel-pitcher-plants_plate0062_4988x7412.sdr.png	1		0
6606	6600-ia-scans-manuscript-illustrations/6606_scans-illustrations_haeckel-red-algae_plate0065_5015x7275.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6606_scans-illustrations_haeckel-red-algae_plate0065_5015x7275.sdr.png	1		0
6607	6600-ia-scans-manuscript-illustrations/6607_scans-illustrations_haeckel-radiolaria-spheres_plate0090_4918x7246.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6607_scans-illustrations_haeckel-radiolaria-spheres_plate0090_4918x7246.sdr.png	1		0
6608	6600-ia-scans-manuscript-illustrations/6608_scans-illustrations_hokusai-figure-studies_plate0006_6030x4806.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6608_scans-illustrations_hokusai-figure-studies_plate0006_6030x4806.sdr.png	1		0
6609	6600-ia-scans-manuscript-illustrations/6609_scans-illustrations_hokusai-insects-creatures_plate0019_6234x4925.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6609_scans-illustrations_hokusai-insects-creatures_plate0019_6234x4925.sdr.png	1		0
6610	6600-ia-scans-manuscript-illustrations/6610_scans-illustrations_hokusai-boats-waves_plate0024_6147x4840.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6610_scans-illustrations_hokusai-boats-waves_plate0024_6147x4840.sdr.png	1		0
6611	6600-ia-scans-manuscript-illustrations/6611_scans-illustrations_hokusai-landscape-bridges_plate0027_6166x4823.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6611_scans-illustrations_hokusai-landscape-bridges_plate0027_6166x4823.sdr.png	1		0
6612	6600-ia-scans-manuscript-illustrations/6612_scans-illustrations_owenjones-egyptian-columns_plate0050_2071x3000.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6612_scans-illustrations_owenjones-egyptian-columns_plate0050_2071x3000.sdr.png	1		0
