filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license
aliased-polygons/7032_plots_line-00210-s2771b783_1024x1024.png	7032	plots	line-00210-s2771b783	1024	1024	png	30393	gen-line__00210_s2771b783_1024sq.png	lilith-generated	PD-own
aliased-polygons/7033_plots_line-00227-s7fca561d_1024x1024.png	7033	plots	line-00227-s7fca561d	1024	1024	png	20235	gen-line__00227_s7fca561d_1024sq.png	lilith-generated	PD-own
aliased-polygons/7034_plots_line-00232-s0b160660_1024x1024.png	7034	plots	line-00232-s0b160660	1024	1024	png	20885	gen-line__00232_s0b160660_1024sq.png	lilith-generated	PD-own
aliased-polygons/7035_plots_line-00240-s51df1e6b_1024x1024.png	7035	plots	line-00240-s51df1e6b	1024	1024	png	13798	gen-line__00240_s51df1e6b_1024sq.png	lilith-generated	PD-own
aliased-polygons/7036_plots_line-00291-s625cdbd7_1024x1024.png	7036	plots	line-00291-s625cdbd7	1024	1024	png	19438	gen-line__00291_s625cdbd7_1024sq.png	lilith-generated	PD-own
grids/7037_plots_chart-heatmap-01-corporate-1024sq-mpl_1024x1024.png	7037	plots	chart-heatmap-01-corporate-1024sq-mpl	1024	1024	png	78097	gen-chart-heatmap__01_corporate_1024sq.mpl.png	lilith-generated	PD-own
grids/7038_plots_chart-00144-s2f4e8e1b_1024x1024.png	7038	plots	chart-00144-s2f4e8e1b	1024	1024	png	36034	gen-chart__00144_s2f4e8e1b_1024sq.png	lilith-generated	PD-own
grids/7039_plots_chart-00220-s782a7764_1024x1024.png	7039	plots	chart-00220-s782a7764	1024	1024	png	35515	gen-chart__00220_s782a7764_1024sq.png	lilith-generated	PD-own
grids/7040_plots_chart-00265-s5af4c1ef_1024x1024.png	7040	plots	chart-00265-s5af4c1ef	1024	1024	png	17023	gen-chart__00265_s5af4c1ef_1024sq.png	lilith-generated	PD-own
grids/7041_plots_chart-00283-s5b0fe6d1_1024x1024.png	7041	plots	chart-00283-s5b0fe6d1	1024	1024	png	18263	gen-chart__00283_s5b0fe6d1_1024sq.png	lilith-generated	PD-own
grids/7042_plots_chart-00290-s4b1661bd_1024x1024.png	7042	plots	chart-00290-s4b1661bd	1024	1024	png	26251	gen-chart__00290_s4b1661bd_1024sq.png	lilith-generated	PD-own
grids/7043_plots_chart-00304-s1ea912ef_1024x1024.png	7043	plots	chart-00304-s1ea912ef	1024	1024	png	36618	gen-chart__00304_s1ea912ef_1024sq.png	lilith-generated	PD-own
grids/7044_plots_chart-00338-s6215c94e_1024x1024.png	7044	plots	chart-00338-s6215c94e	1024	1024	png	34514	gen-chart__00338_s6215c94e_1024sq.png	lilith-generated	PD-own
grids/7045_plots_chart-00418-s51df1e6b_1024x1024.png	7045	plots	chart-00418-s51df1e6b	1024	1024	png	18940	gen-chart__00418_s51df1e6b_1024sq.png	lilith-generated	PD-own
grids/7046_plots_line-00050-s221fd453_1024x1024.png	7046	plots	line-00050-s221fd453	1024	1024	png	7893	gen-line__00050_s221fd453_1024sq.png	lilith-generated	PD-own
grids/7047_plots_line-00065-s0b64cf58_1024x1024.png	7047	plots	line-00065-s0b64cf58	1024	1024	png	7420	gen-line__00065_s0b64cf58_1024sq.png	lilith-generated	PD-own
grids/7048_plots_line-00136-s3e377a73_1024x1024.png	7048	plots	line-00136-s3e377a73	1024	1024	png	6639	gen-line__00136_s3e377a73_1024sq.png	lilith-generated	PD-own
grids/7049_plots_line-00160-s6215c94e_1024x1024.png	7049	plots	line-00160-s6215c94e	1024	1024	png	8868	gen-line__00160_s6215c94e_1024sq.png	lilith-generated	PD-own
grids/7050_plots_line-00166-s010fb6d2_1024x1024.png	7050	plots	line-00166-s010fb6d2	1024	1024	png	7398	gen-line__00166_s010fb6d2_1024sq.png	lilith-generated	PD-own
grids/7051_plots_line-00196-s211c1f1f_1024x1024.png	7051	plots	line-00196-s211c1f1f	1024	1024	png	8316	gen-line__00196_s211c1f1f_1024sq.png	lilith-generated	PD-own
grids/7052_plots_line-00222-s2f495179_1024x1024.png	7052	plots	line-00222-s2f495179	1024	1024	png	7195	gen-line__00222_s2f495179_1024sq.png	lilith-generated	PD-own
grids/7053_plots_line-00252-s1b3f1017_1024x1024.png	7053	plots	line-00252-s1b3f1017	1024	1024	png	6579	gen-line__00252_s1b3f1017_1024sq.png	lilith-generated	PD-own
line-patterns/7054_plots_line-tiling-00056-s6bcec02a_1024x1024.png	7054	plots	line-tiling-00056-s6bcec02a	1024	1024	png	574823	gen-line-tiling__00056_s6bcec02a_1024sq.png	lilith-generated	PD-own
line-patterns/7055_plots_line-tiling-00099-s07ea3f1a_1024x1024.png	7055	plots	line-tiling-00099-s07ea3f1a	1024	1024	png	181850	gen-line-tiling__00099_s07ea3f1a_1024sq.png	lilith-generated	PD-own
line-patterns/7056_plots_line-tiling-00118-s306ca2bd_1024x1024.png	7056	plots	line-tiling-00118-s306ca2bd	1024	1024	png	651849	gen-line-tiling__00118_s306ca2bd_1024sq.png	lilith-generated	PD-own
line-patterns/7057_plots_line-tiling-00208-s6c4f8551_1024x1024.png	7057	plots	line-tiling-00208-s6c4f8551	1024	1024	png	731024	gen-line-tiling__00208_s6c4f8551_1024sq.png	lilith-generated	PD-own
line-patterns/7058_plots_line-tiling-00248-s7c5ddcfb_1024x1024.png	7058	plots	line-tiling-00248-s7c5ddcfb	1024	1024	png	514718	gen-line-tiling__00248_s7c5ddcfb_1024sq.png	lilith-generated	PD-own
line-patterns/7059_plots_line-tiling-00260-s5da77574_1024x1024.png	7059	plots	line-tiling-00260-s5da77574	1024	1024	png	380419	gen-line-tiling__00260_s5da77574_1024sq.png	lilith-generated	PD-own
lines/7060_plots_line-concentric-00020-s1aac7045_1024x1024.png	7060	plots	line-concentric-00020-s1aac7045	1024	1024	png	1026549	gen-line-concentric__00020_s1aac7045_1024sq.png	lilith-generated	PD-own
lines/7061_plots_line-concentric-00146-s6f881573_1024x1024.png	7061	plots	line-concentric-00146-s6f881573	1024	1024	png	1078795	gen-line-concentric__00146_s6f881573_1024sq.png	lilith-generated	PD-own
lines/7062_plots_line-concentric-00151-s49cff644_1024x1024.png	7062	plots	line-concentric-00151-s49cff644	1024	1024	png	803755	gen-line-concentric__00151_s49cff644_1024sq.png	lilith-generated	PD-own
lines/7063_plots_line-concentric-00169-s646cb006_1024x1024.png	7063	plots	line-concentric-00169-s646cb006	1024	1024	png	311634	gen-line-concentric__00169_s646cb006_1024sq.png	lilith-generated	PD-own
lines/7064_plots_line-concentric-00230-s6a3b9505_1024x1024.png	7064	plots	line-concentric-00230-s6a3b9505	1024	1024	png	640931	gen-line-concentric__00230_s6a3b9505_1024sq.png	lilith-generated	PD-own
