filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1457_nature_rocky-coastal-landscape_thingvellir-exhibition-heart-iceland-blaskogabyggd_s23u_iso32-f1p7_20231210-113549_4000x3000.heic	1457	nature	rocky-coastal-landscape	thingvellir-exhibition-heart-iceland-blaskogabyggd	4000	3000	heic	3863764	20231210_113549.heic	lilith	PD-own	s23u	1.7	32
1458_nature_rocky-coastline-sunset_blaskogabyggd-iceland_s23u_iso12-f1p7_20231210-113947_8160x6120.dng	1458	nature	rocky-coastline-sunset	blaskogabyggd-iceland	8160	6120	dng	132936297	20231210_113947.dng	lilith	PD-own	s23u	1.7	12
1459_nature_person-on-snowy-slope_colorado_s23u_iso10-f1p7_20240103-131940-0_4000x3000.jpg	1459	nature	person-on-snowy-slope	colorado	4000	3000	jpg	4700323	20240103_131940(0).jpg	lilith	PD-own	s23u	1.7	10
1460_nature_tropical-flower-cluster_cahuita-costa-rica_s23u_iso1000-f1p7_20240211-170302_4000x3000.jpg	1460	nature	tropical-flower-cluster	cahuita-costa-rica	4000	3000	jpg	4863303	20240211_170302.jpg	lilith	PD-own	s23u	1.7	1000
1461_nature_aerial-coastline-clouds_iceland_s23u_iso10-f1p7_20240421-074547_4000x3000.jpg	1461	nature	aerial-coastline-clouds	iceland	4000	3000	jpg	2959463	20240421_074547.jpg	lilith	PD-own	s23u	1.7	10
1462_nature_clouds-from-above_iceland_s23u_iso10-f1p7_20240421-074801_4000x3000.jpg	1462	nature	clouds-from-above	iceland	4000	3000	jpg	3555707	20240421_074801.jpg	lilith	PD-own	s23u	1.7	10
1463_nature_wooden-bridge-over-river_temple-de-l-amour-versailles_s23u_iso10-f1p7_20240424-164457_4000x3000.jpg	1463	nature	wooden-bridge-over-river	temple-de-l-amour-versailles	4000	3000	jpg	4805843	20240424_164457.jpg	lilith	PD-own	s23u	1.7	10
1464_nature_flower-bed-by-pond_grotte-versailles_s23u_iso200-f4p9_20240424-182412_4000x3000.jpg	1464	nature	flower-bed-by-pond	grotte-versailles	4000	3000	jpg	4123780	20240424_182412.jpg	lilith	PD-own	s23u	4.9	200
1465_nature_formal-garden-pathway_notre-dame-versailles-france_s23u_iso50-f2p4_20240424-183031_4000x3000.jpg	1465	nature	formal-garden-pathway	notre-dame-versailles-france	4000	3000	jpg	4840241	20240424_183031.jpg	lilith	PD-own	s23u	2.4	50
1466_nature_sun-glare-on-water_blue-lagoon-grindavik_s23u_iso10-f1p7_20240429-202505_4000x3000.jpg	1466	nature	sun-glare-on-water	blue-lagoon-grindavik	4000	3000	jpg	2674271	20240429_202505.jpg	lilith	PD-own	s23u	1.7	10
1467_nature_riverside-walkway-cliff_cenote-x-canche-ek-balam_s23u_iso10-f1p7_20240529-130630_4000x3000.jpg	1467	nature	riverside-walkway-cliff	cenote-x-canche-ek-balam	4000	3000	jpg	4807531	20240529_130630.jpg	lilith	PD-own	s23u	1.7	10
1468_nature_sun-behind-clouds_phippsburg-maine_s23u_iso10-f1p7_20240913-140504_4000x3000.jpg	1468	nature	sun-behind-clouds	phippsburg-maine	4000	3000	jpg	3551698	20240913_140504.jpg	lilith	PD-own	s23u	1.7	10
